"eid","subject_abbreviation","subject"
"2-s2.0-85039996961","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85020198107","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85027959059","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85040020107","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85034840825","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85029584628","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85026804275","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85019667480","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85013328471","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85032973776","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85020416106","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85041002161","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85026530086","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85038385782","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85009830285","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85020754524","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85046625846","Cryos","Cryosphere"
"2-s2.0-85021145019","Cryos","Cryosphere"
"2-s2.0-85040047790","Cryos","Cryosphere"
"2-s2.0-85034638063","Cryos","Cryosphere"
"2-s2.0-85037136972","Cryos","Cryosphere"
"2-s2.0-85011031755","Cryos","Cryosphere"
"2-s2.0-85015188275","Cryos","Cryosphere"
"2-s2.0-85033396997","Cryos","Cryosphere"
"2-s2.0-85014623005","Cryos","Cryosphere"
"2-s2.0-85031318896","Cryos","Cryosphere"
"2-s2.0-85020241858","Cryos","Cryosphere"
"2-s2.0-85030688558","Cryos","Cryosphere"
"2-s2.0-85020201593","Cryos","Cryosphere"
"2-s2.0-85032214340","Cryos","Cryosphere"
"2-s2.0-85032988274","Cryos","Cryosphere"
"2-s2.0-85013466912","Cryos","Cryosphere"
"2-s2.0-85032914777","Cryos","Cryosphere"
"2-s2.0-85029373593","Cryos","Cryosphere"
"2-s2.0-85034568932","Cryos","Cryosphere"
"2-s2.0-85026760241","Cryos","Cryosphere"
"2-s2.0-85034071860","Cryos","Cryosphere"
"2-s2.0-85020266571","Cryos","Cryosphere"
"2-s2.0-85028607768","Cryos","Cryosphere"
"2-s2.0-85035097839","Geosp","Geosphere"
"2-s2.0-85006351869","Geosp","Geosphere"
"2-s2.0-85016146312","Geosp","Geosphere"
"2-s2.0-85009804139","Geosp","Geosphere"
"2-s2.0-85012284124","Geosp","Geosphere"
"2-s2.0-85029900457","Geosp","Geosphere"
"2-s2.0-85008626284","Geosp","Geosphere"
"2-s2.0-85023637426","Geosp","Geosphere"
"2-s2.0-85025476911","Geosp","Geosphere"
"2-s2.0-85026649255","Geosp","Geosphere"
"2-s2.0-85042154845","Geosp","Geosphere"
"2-s2.0-85033567976","Geosp","Geosphere"
"2-s2.0-85032299548","Geosp","Geosphere"
"2-s2.0-85017540590","Geosp","Geosphere"
"2-s2.0-85026662170","Geosp","Geosphere"
"2-s2.0-84998704906","Geosp","Geosphere"
"2-s2.0-85020079872","Geosp","Geosphere"
"2-s2.0-85015309253","Geosp","Geosphere"
"2-s2.0-85029301605","Geosp","Geosphere"
"2-s2.0-85034595094","Geosp","Geosphere"
"2-s2.0-85061606406","Human","Human"
"2-s2.0-85010408876","Human","Human"
"2-s2.0-85010368528","Human","Human"
"2-s2.0-85073464652","Human","Human"
"2-s2.0-85047553315","Human","Human"
"2-s2.0-85014613070","Human","Human"
"2-s2.0-85021157934","Human","Human"
"2-s2.0-85082292122","Human","Human"
"2-s2.0-85032505020","Human","Human"
"2-s2.0-85075845106","Human","Human"
"2-s2.0-85051378539","Human","Human"
"2-s2.0-85020060177","Human","Human"
"2-s2.0-85021871275","Human","Human"
"2-s2.0-85032501017","Human","Human"
"2-s2.0-85082279930","Human","Human"
"2-s2.0-85032114379","Human","Human"
"2-s2.0-85033475965","Human","Human"
"2-s2.0-85011665713","Human","Human"
"2-s2.0-85010867842","Human","Human"
"2-s2.0-85012202667","Ocean","Oceans"
"2-s2.0-85008512206","Ocean","Oceans"
"2-s2.0-85017595587","Ocean","Oceans"
"2-s2.0-85037971303","Ocean","Oceans"
"2-s2.0-85037171908","Ocean","Oceans"
"2-s2.0-85017362746","Ocean","Oceans"
"2-s2.0-85019389273","Space","Space"
"2-s2.0-85026650394","Space","Space"
"2-s2.0-85013413886","Space","Space"
"2-s2.0-85020099642","Space","Space"
"2-s2.0-84962129736","Atmos","Atmosphere"
"2-s2.0-84983499568","Atmos","Atmosphere"
"2-s2.0-84986268606","Atmos","Atmosphere"
"2-s2.0-84989172260","Atmos","Atmosphere"
"2-s2.0-85007022576","Atmos","Atmosphere"
"2-s2.0-85019354774","Atmos","Atmosphere"
"2-s2.0-84984682159","Atmos","Atmosphere"
"2-s2.0-84995537869","Atmos","Atmosphere"
"2-s2.0-84949551907","Atmos","Atmosphere"
"2-s2.0-84989227460","Atmos","Atmosphere"
"2-s2.0-84960884418","Atmos","Atmosphere"
"2-s2.0-84960970923","Atmos","Atmosphere"
"2-s2.0-84977577210","Atmos","Atmosphere"
"2-s2.0-84988917047","Atmos","Atmosphere"
"2-s2.0-84959543431","Atmos","Atmosphere"
"2-s2.0-84977547766","Atmos","Atmosphere"
"2-s2.0-84959449854","Atmos","Atmosphere"
"2-s2.0-84977473333","Atmos","Atmosphere"
"2-s2.0-84971658614","Bio-M","Biosphere - Marine"
"2-s2.0-84977100912","Bio-M","Biosphere - Marine"
"2-s2.0-84963973493","Bio-M","Biosphere - Marine"
"2-s2.0-84955559237","Bio-M","Biosphere - Marine"
"2-s2.0-85011116039","Bio-M","Biosphere - Marine"
"2-s2.0-84957682788","Bio-M","Biosphere - Marine"
"2-s2.0-84978151314","Bio-M","Biosphere - Marine"
"2-s2.0-84966908049","Bio-M","Biosphere - Marine"
"2-s2.0-84969951887","Bio-M","Biosphere - Marine"
"2-s2.0-84952039524","Bio-M","Biosphere - Marine"
"2-s2.0-84953337666","Bio-M","Biosphere - Marine"
"2-s2.0-84964994168","Bio-M","Biosphere - Marine"
"2-s2.0-85027926730","Bio-M","Biosphere - Marine"
"2-s2.0-84994756758","Bio-M","Biosphere - Marine"
"2-s2.0-84959119509","Bio-M","Biosphere - Marine"
"2-s2.0-84960897570","Bio-M","Biosphere - Marine"
"2-s2.0-84978902235","Bio-M","Biosphere - Marine"
"2-s2.0-84959421435","Bio-M","Biosphere - Marine"
"2-s2.0-84962467692","Bio-M","Biosphere - Marine"
"2-s2.0-84992217904","Bio-M","Biosphere - Marine"
"2-s2.0-84956613731","Bio-M","Biosphere - Marine"
"2-s2.0-85007560455","Bio-M","Biosphere - Marine"
"2-s2.0-84942016785","Bio-M","Biosphere - Marine"
"2-s2.0-84979527311","Bio-M","Biosphere - Marine"
"2-s2.0-84956684174","Bio-M","Biosphere - Marine"
"2-s2.0-84952976979","Bio-M","Biosphere - Marine"
"2-s2.0-84978730630","Bio-M","Biosphere - Marine"
"2-s2.0-85011317314","Bio-M","Biosphere - Marine"
"2-s2.0-84940069052","Bio-M","Biosphere - Marine"
"2-s2.0-84991108391","Bio-M","Biosphere - Marine"
"2-s2.0-84979067037","Bio-M","Biosphere - Marine"
"2-s2.0-84976597271","Bio-M","Biosphere - Marine"
"2-s2.0-85008950601","Bio-M","Biosphere - Marine"
"2-s2.0-84960439507","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84983448811","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955707788","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84973112790","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84973126866","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84986617597","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84962695986","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84964812248","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85009477204","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955740237","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84983614144","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84959525284","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84957842815","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84953931600","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84952976842","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85011026012","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84953340941","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84976254541","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84977142684","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84947421372","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84962074532","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84952987822","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84982903447","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84994475528","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84979765586","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84983341608","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84958244955","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84996773957","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84970983721","Cryos","Cryosphere"
"2-s2.0-84970024720","Cryos","Cryosphere"
"2-s2.0-84962074334","Cryos","Cryosphere"
"2-s2.0-84996606677","Cryos","Cryosphere"
"2-s2.0-84994752082","Cryos","Cryosphere"
"2-s2.0-84959303289","Cryos","Cryosphere"
"2-s2.0-84994654178","Cryos","Cryosphere"
"2-s2.0-84959299434","Cryos","Cryosphere"
"2-s2.0-84969916051","Cryos","Cryosphere"
"2-s2.0-84932139853","Cryos","Cryosphere"
"2-s2.0-85019701971","Cryos","Cryosphere"
"2-s2.0-84984697733","Cryos","Cryosphere"
"2-s2.0-84957727795","Cryos","Cryosphere"
"2-s2.0-84966267453","Cryos","Cryosphere"
"2-s2.0-84960905677","Cryos","Cryosphere"
"2-s2.0-84957309123","Cryos","Cryosphere"
"2-s2.0-84960830872","Cryos","Cryosphere"
"2-s2.0-84977851952","Cryos","Cryosphere"
"2-s2.0-84976884573","Geosp","Geosphere"
"2-s2.0-85018921951","Geosp","Geosphere"
"2-s2.0-84987762527","Geosp","Geosphere"
"2-s2.0-84978971130","Geosp","Geosphere"
"2-s2.0-84981306061","Geosp","Geosphere"
"2-s2.0-84952300034","Geosp","Geosphere"
"2-s2.0-84976605515","Geosp","Geosphere"
"2-s2.0-84976309716","Geosp","Geosphere"
"2-s2.0-84954474474","Geosp","Geosphere"
"2-s2.0-84979036945","Geosp","Geosphere"
"2-s2.0-84965050625","Geosp","Geosphere"
"2-s2.0-84957678533","Geosp","Geosphere"
"2-s2.0-84960893029","Geosp","Geosphere"
"2-s2.0-84962183165","Geosp","Geosphere"
"2-s2.0-84959432265","Geosp","Geosphere"
"2-s2.0-84992521873","Geosp","Geosphere"
"2-s2.0-84955597743","Geosp","Geosphere"
"2-s2.0-84962183310","Geosp","Geosphere"
"2-s2.0-84949883172","Geosp","Geosphere"
"2-s2.0-84990990041","Geosp","Geosphere"
"2-s2.0-84971242676","Geosp","Geosphere"
"2-s2.0-84953450029","Geosp","Geosphere"
"2-s2.0-84956624619","Geosp","Geosphere"
"2-s2.0-84983158552","Geosp","Geosphere"
"2-s2.0-84960928982","Geosp","Geosphere"
"2-s2.0-84956640976","Geosp","Geosphere"
"2-s2.0-84960193134","Geosp","Geosphere"
"2-s2.0-85007190387","Geosp","Geosphere"
"2-s2.0-84955178384","Geosp","Geosphere"
"2-s2.0-84958984750","Geosp","Geosphere"
"2-s2.0-84994236435","Geosp","Geosphere"
"2-s2.0-84949315747","Human","Human"
"2-s2.0-85007543317","Human","Human"
"2-s2.0-85011292277","Human","Human"
"2-s2.0-84992036587","Human","Human"
"2-s2.0-84959501157","Human","Human"
"2-s2.0-85014821098","Human","Human"
"2-s2.0-85007560079","Human","Human"
"2-s2.0-84988935715","Human","Human"
"2-s2.0-84976878557","Human","Human"
"2-s2.0-84995570287","Human","Human"
"2-s2.0-84985916697","Human","Human"
"2-s2.0-84973457789","Ocean","Oceans"
"2-s2.0-84976333256","Ocean","Oceans"
"2-s2.0-84971278342","Ocean","Oceans"
"2-s2.0-84966472261","Ocean","Oceans"
"2-s2.0-84955601024","Ocean","Oceans"
"2-s2.0-85008700563","Ocean","Oceans"
"2-s2.0-84959204302","Ocean","Oceans"
"2-s2.0-84959489479","Ocean","Oceans"
"2-s2.0-84992735145","Space","Space"
"2-s2.0-84979031443","Space","Space"
"2-s2.0-84958881072","Space","Space"
"2-s2.0-84995639321","Space","Space"
"2-s2.0-84919608577","Atmos","Atmosphere"
"2-s2.0-84925596649","Atmos","Atmosphere"
"2-s2.0-84927666882","Atmos","Atmosphere"
"2-s2.0-85029168280","Atmos","Atmosphere"
"2-s2.0-84925289591","Atmos","Atmosphere"
"2-s2.0-84924211555","Atmos","Atmosphere"
"2-s2.0-84954558994","Atmos","Atmosphere"
"2-s2.0-85027936474","Atmos","Atmosphere"
"2-s2.0-84944931257","Atmos","Atmosphere"
"2-s2.0-84943452728","Atmos","Atmosphere"
"2-s2.0-84922010094","Atmos","Atmosphere"
"2-s2.0-84955689091","Atmos","Atmosphere"
"2-s2.0-84920365272","Atmos","Atmosphere"
"2-s2.0-84955649779","Atmos","Atmosphere"
"2-s2.0-84947034981","Atmos","Atmosphere"
"2-s2.0-85042582602","Atmos","Atmosphere"
"2-s2.0-84954364966","Atmos","Atmosphere"
"2-s2.0-84944474406","Atmos","Atmosphere"
"2-s2.0-84933056026","Bio","Bioshpere"
"2-s2.0-84948742091","Bio","Bioshpere"
"2-s2.0-84941167973","Bio","Bioshpere"
"2-s2.0-84951163232","Bio","Bioshpere"
"2-s2.0-84924188036","Bio","Bioshpere"
"2-s2.0-84949229281","Bio-M","Biosphere - Marine"
"2-s2.0-84961289603","Bio-M","Biosphere - Marine"
"2-s2.0-84931261727","Bio-M","Biosphere - Marine"
"2-s2.0-84930039465","Bio-M","Biosphere - Marine"
"2-s2.0-84923304211","Bio-M","Biosphere - Marine"
"2-s2.0-84928322578","Bio-M","Biosphere - Marine"
"2-s2.0-84939262996","Bio-M","Biosphere - Marine"
"2-s2.0-84931562990","Bio-M","Biosphere - Marine"
"2-s2.0-84943166066","Bio-M","Biosphere - Marine"
"2-s2.0-84944353097","Bio-M","Biosphere - Marine"
"2-s2.0-84924589619","Bio-M","Biosphere - Marine"
"2-s2.0-84944357260","Bio-M","Biosphere - Marine"
"2-s2.0-84929659596","Bio-M","Biosphere - Marine"
"2-s2.0-84937966797","Bio-M","Biosphere - Marine"
"2-s2.0-84924555489","Bio-M","Biosphere - Marine"
"2-s2.0-84944352259","Bio-M","Biosphere - Marine"
"2-s2.0-84938746056","Bio-M","Biosphere - Marine"
"2-s2.0-84947466024","Bio-M","Biosphere - Marine"
"2-s2.0-84930794705","Bio-M","Biosphere - Marine"
"2-s2.0-85018192974","Bio-M","Biosphere - Marine"
"2-s2.0-84955675816","Bio-M","Biosphere - Marine"
"2-s2.0-84922388209","Bio-M","Biosphere - Marine"
"2-s2.0-84940962740","Bio-M","Biosphere - Marine"
"2-s2.0-85027943134","Bio-M","Biosphere - Marine"
"2-s2.0-84951570523","Bio-M","Biosphere - Marine"
"2-s2.0-84921743627","Bio-M","Biosphere - Marine"
"2-s2.0-84938742632","Bio-M","Biosphere - Marine"
"2-s2.0-84938085736","Bio-M","Biosphere - Marine"
"2-s2.0-84948740118","Bio-M","Biosphere - Marine"
"2-s2.0-84952638471","Bio-M","Biosphere - Marine"
"2-s2.0-84916214863","Bio-M","Biosphere - Marine"
"2-s2.0-84943551320","Bio-M","Biosphere - Marine"
"2-s2.0-84944353871","Bio-M","Biosphere - Marine"
"2-s2.0-84922478893","Bio-M","Biosphere - Marine"
"2-s2.0-84922535123","Bio-M","Biosphere - Marine"
"2-s2.0-84944351633","Bio-M","Biosphere - Marine"
"2-s2.0-84962723589","Bio-M","Biosphere - Marine"
"2-s2.0-84944355440","Bio-M","Biosphere - Marine"
"2-s2.0-84944351732","Bio-M","Biosphere - Marine"
"2-s2.0-84929379144","Bio-M","Biosphere - Marine"
"2-s2.0-84939892441","Bio-M","Biosphere - Marine"
"2-s2.0-84928251702","Bio-M","Biosphere - Marine"
"2-s2.0-84949108966","Bio-M","Biosphere - Marine"
"2-s2.0-84958776388","Bio-M","Biosphere - Marine"
"2-s2.0-84924177204","Bio-M","Biosphere - Marine"
"2-s2.0-84939205647","Bio-M","Biosphere - Marine"
"2-s2.0-84924973188","Bio-M","Biosphere - Marine"
"2-s2.0-84925358977","Bio-M","Biosphere - Marine"
"2-s2.0-84929314597","Bio-M","Biosphere - Marine"
"2-s2.0-84929505624","Bio-M","Biosphere - Marine"
"2-s2.0-84949195596","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955632971","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955740397","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955659361","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84924283360","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84945482423","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84954237603","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84931567980","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85042579242","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930764290","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84939977456","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84955728425","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84953888713","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84927521170","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84941168873","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84938306411","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84941591544","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84942903496","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84923186746","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85007154634","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84980351170","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85001874156","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84925463131","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84929963218","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84924968008","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84931566402","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84937975908","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930389958","Cryos","Cryosphere"
"2-s2.0-84929440561","Cryos","Cryosphere"
"2-s2.0-84928777353","Cryos","Cryosphere"
"2-s2.0-84953214540","Cryos","Cryosphere"
"2-s2.0-84928947554","Cryos","Cryosphere"
"2-s2.0-84929460945","Cryos","Cryosphere"
"2-s2.0-84930231422","Cryos","Cryosphere"
"2-s2.0-84937598306","Cryos","Cryosphere"
"2-s2.0-84908177599","Cryos","Cryosphere"
"2-s2.0-84944348546","Cryos","Cryosphere"
"2-s2.0-84945162554","Cryos","Cryosphere"
"2-s2.0-84945220452","Cryos","Cryosphere"
"2-s2.0-84948454746","Cryos","Cryosphere"
"2-s2.0-84942427402","Cryos","Cryosphere"
"2-s2.0-84932631050","Cryos","Cryosphere"
"2-s2.0-84938099126","Cryos","Cryosphere"
"2-s2.0-84932641915","Cryos","Cryosphere"
"2-s2.0-84936996258","Cryos","Cryosphere"
"2-s2.0-84930459882","Cryos","Cryosphere"
"2-s2.0-84938748639","Cryos","Cryosphere"
"2-s2.0-84937924532","Cryos","Cryosphere"
"2-s2.0-84955682455","Cryos","Cryosphere"
"2-s2.0-84923188100","Cryos","Cryosphere"
"2-s2.0-84932638394","Cryos","Cryosphere"
"2-s2.0-84955721628","Geosp","Geosphere"
"2-s2.0-84941010187","Geosp","Geosphere"
"2-s2.0-84913565296","Geosp","Geosphere"
"2-s2.0-84922455092","Geosp","Geosphere"
"2-s2.0-84928316752","Geosp","Geosphere"
"2-s2.0-84930225273","Geosp","Geosphere"
"2-s2.0-84910655272","Geosp","Geosphere"
"2-s2.0-84928238638","Geosp","Geosphere"
"2-s2.0-84930210737","Geosp","Geosphere"
"2-s2.0-84922468808","Geosp","Geosphere"
"2-s2.0-84943342949","Geosp","Geosphere"
"2-s2.0-84921059818","Geosp","Geosphere"
"2-s2.0-84946780333","Geosp","Geosphere"
"2-s2.0-84924599688","Geosp","Geosphere"
"2-s2.0-84945459188","Geosp","Geosphere"
"2-s2.0-84921457081","Geosp","Geosphere"
"2-s2.0-84949204463","Geosp","Geosphere"
"2-s2.0-84936990134","Geosp","Geosphere"
"2-s2.0-84924086187","Geosp","Geosphere"
"2-s2.0-84930755727","Geosp","Geosphere"
"2-s2.0-84918795061","Geosp","Geosphere"
"2-s2.0-84955708523","Geosp","Geosphere"
"2-s2.0-84955662928","Geosp","Geosphere"
"2-s2.0-84955652974","Human","Human"
"2-s2.0-84925539734","Human","Human"
"2-s2.0-84955664271","Human","Human"
"2-s2.0-84930225126","Human","Human"
"2-s2.0-84955624785","Human","Human"
"2-s2.0-84954209919","Human","Human"
"2-s2.0-84955670341","Human","Human"
"2-s2.0-84955636591","Human","Human"
"2-s2.0-84911906724","Human","Human"
"2-s2.0-85038004447","Human","Human"
"2-s2.0-84946498301","Human","Human"
"2-s2.0-84955639291","Human","Human"
"2-s2.0-84955735554","Human","Human"
"2-s2.0-84920092287","Human","Human"
"2-s2.0-84955689100","Human","Human"
"2-s2.0-84955734226","Human","Human"
"2-s2.0-84955627980","Human","Human"
"2-s2.0-85038025836","Human","Human"
"2-s2.0-84954473684","Human","Human"
"2-s2.0-84950118417","Human","Human"
"2-s2.0-85032090657","Human","Human"
"2-s2.0-85046051486","Human","Human"
"2-s2.0-85037973564","Human","Human"
"2-s2.0-84955654052","Human","Human"
"2-s2.0-84944514127","Human","Human"
"2-s2.0-84922798075","Human","Human"
"2-s2.0-85014854480","Human","Human"
"2-s2.0-84955683490","Human","Human"
"2-s2.0-84955698286","Human","Human"
"2-s2.0-84923065720","Human","Human"
"2-s2.0-84927734874","Human","Human"
"2-s2.0-85014808650","Human","Human"
"2-s2.0-85014814275","Human","Human"
"2-s2.0-84934758901","Human","Human"
"2-s2.0-84940888494","Human","Human"
"2-s2.0-84928595033","Ocean","Oceans"
"2-s2.0-84980392042","Ocean","Oceans"
"2-s2.0-84948579256","Ocean","Oceans"
"2-s2.0-85027930671","Ocean","Oceans"
"2-s2.0-84942455938","Ocean","Oceans"
"2-s2.0-84945492250","Ocean","Oceans"
"2-s2.0-85015494823","Ocean","Oceans"
"2-s2.0-84942370571","Ocean","Oceans"
"2-s2.0-84955658619","Ocean","Oceans"
"2-s2.0-85027957977","Space","Space"
"2-s2.0-85027931057","Space","Space"
"2-s2.0-85027921647","Space","Space"
"2-s2.0-84942550573","Space","Space"
"2-s2.0-84928593244","Space","Space"
"2-s2.0-85027943225","Space","Space"
"2-s2.0-84937250073","Space","Space"
"2-s2.0-84956897094","Space","Space"
"2-s2.0-84924977644","Space","Space"
"2-s2.0-84927716921","Atmos","Atmosphere"
"2-s2.0-84893375138","Atmos","Atmosphere"
"2-s2.0-84895810712","Atmos","Atmosphere"
"2-s2.0-84901821544","Atmos","Atmosphere"
"2-s2.0-84919725033","Atmos","Atmosphere"
"2-s2.0-84898831164","Atmos","Atmosphere"
"2-s2.0-84900463406","Atmos","Atmosphere"
"2-s2.0-84906941137","Atmos","Atmosphere"
"2-s2.0-84894645164","Atmos","Atmosphere"
"2-s2.0-84898748404","Atmos","Atmosphere"
"2-s2.0-85006371602","Atmos","Atmosphere"
"2-s2.0-84919752920","Atmos","Atmosphere"
"2-s2.0-84919756074","Atmos","Atmosphere"
"2-s2.0-84907145365","Atmos","Atmosphere"
"2-s2.0-84901592793","Atmos","Atmosphere"
"2-s2.0-84902449350","Atmos","Atmosphere"
"2-s2.0-84902773193","Atmos","Atmosphere"
"2-s2.0-84911448212","Bio","Bioshpere"
"2-s2.0-84903581904","Bio","Bioshpere"
"2-s2.0-84893796824","Bio","Bioshpere"
"2-s2.0-84930739417","Bio-M","Biosphere - Marine"
"2-s2.0-85027943743","Bio-M","Biosphere - Marine"
"2-s2.0-84904660635","Bio-M","Biosphere - Marine"
"2-s2.0-84908553591","Bio-M","Biosphere - Marine"
"2-s2.0-84899473290","Bio-M","Biosphere - Marine"
"2-s2.0-84907657428","Bio-M","Biosphere - Marine"
"2-s2.0-84933524736","Bio-M","Biosphere - Marine"
"2-s2.0-84922034740","Bio-M","Biosphere - Marine"
"2-s2.0-84891754828","Bio-M","Biosphere - Marine"
"2-s2.0-85042222521","Bio-M","Biosphere - Marine"
"2-s2.0-84891160056","Bio-M","Biosphere - Marine"
"2-s2.0-84905286594","Bio-M","Biosphere - Marine"
"2-s2.0-84885108275","Bio-M","Biosphere - Marine"
"2-s2.0-84942428625","Bio-M","Biosphere - Marine"
"2-s2.0-84903638084","Bio-M","Biosphere - Marine"
"2-s2.0-84895788975","Bio-M","Biosphere - Marine"
"2-s2.0-84945452951","Bio-M","Biosphere - Marine"
"2-s2.0-84893617508","Bio-M","Biosphere - Marine"
"2-s2.0-84895827176","Bio-M","Biosphere - Marine"
"2-s2.0-84895922868","Bio-M","Biosphere - Marine"
"2-s2.0-84904257950","Bio-M","Biosphere - Marine"
"2-s2.0-84917732702","Bio-M","Biosphere - Marine"
"2-s2.0-84895832094","Bio-M","Biosphere - Marine"
"2-s2.0-84900328860","Bio-M","Biosphere - Marine"
"2-s2.0-84922430377","Bio-M","Biosphere - Marine"
"2-s2.0-84922430012","Bio-M","Biosphere - Marine"
"2-s2.0-84939876649","Bio-M","Biosphere - Marine"
"2-s2.0-84920741951","Bio-M","Biosphere - Marine"
"2-s2.0-84904437409","Bio-M","Biosphere - Marine"
"2-s2.0-84906944145","Bio-M","Biosphere - Marine"
"2-s2.0-84901342163","Bio-M","Biosphere - Marine"
"2-s2.0-84924766439","Bio-M","Biosphere - Marine"
"2-s2.0-84920083013","Bio-M","Biosphere - Marine"
"2-s2.0-84921932093","Bio-M","Biosphere - Marine"
"2-s2.0-84942427328","Bio-M","Biosphere - Marine"
"2-s2.0-84891759561","Bio-M","Biosphere - Marine"
"2-s2.0-84906827913","Bio-M","Biosphere - Marine"
"2-s2.0-84900844547","Bio-M","Biosphere - Marine"
"2-s2.0-84899800719","Bio-M","Biosphere - Marine"
"2-s2.0-84907044891","Bio-M","Biosphere - Marine"
"2-s2.0-84899037253","Bio-M","Biosphere - Marine"
"2-s2.0-84908496097","Bio-M","Biosphere - Marine"
"2-s2.0-84998579451","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930404014","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84899741067","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905385524","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84927579103","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84893733589","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84906544965","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84921666595","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85027931755","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930411870","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84899672378","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84919918164","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905172416","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84897948224","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84907779675","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84912530778","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84903695275","Bio-T","Biosphere - Terrestrial"
